battery_id,cycle,soh,freq_Hz,z_real_ohm,z_imag_ohm
SIM-LFP-48-02,168,0.8502,1000.0,0.029767,-0.016919
SIM-LFP-48-02,168,0.8502,2000.0,0.02981,-0.021811
SIM-LFP-48-02,168,0.8502,5000.0,0.02897,-0.023976
SIM-LFP-48-02,168,0.8502,10000.0,0.029699,-0.026616
SIM-LFP-48-02,216,0.8004,10.0,0.03306,-0.011315
SIM-LFP-48-02,216,0.8004,20.0,0.033634,-0.013231
SIM-LFP-48-02,216,0.8004,50.0,0.033239,-0.017516
SIM-LFP-48-02,216,0.8004,100.0,0.033144,-0.016801
SIM-LFP-48-02,216,0.8004,200.0,0.033508,-0.017572
SIM-LFP-48-02,216,0.8004,500.0,0.032792,-0.022066
SIM-LFP-48-02,216,0.8004,1000.0,0.032875,-0.01998
SIM-LFP-48-02,216,0.8004,2000.0,0.033129,-0.020798
SIM-LFP-48-02,216,0.8004,5000.0,0.033499,-0.023783
SIM-LFP-48-02,216,0.8004,10000.0,0.033871,-0.025363
SIM-LFP-48-02,245,0.7496,10.0,0.037044,-0.012487
SIM-LFP-48-02,245,0.7496,20.0,0.037525,-0.013334
SIM-LFP-48-02,245,0.7496,50.0,0.037706,-0.016705
SIM-LFP-48-02,245,0.7496,100.0,0.03748,-0.016649
SIM-LFP-48-02,245,0.7496,200.0,0.037757,-0.018581
SIM-LFP-48-02,245,0.7496,500.0,0.0377,-0.019914
SIM-LFP-48-02,245,0.7496,1000.0,0.037323,-0.022482
SIM-LFP-48-02,245,0.7496,2000.0,0.037436,-0.021557
SIM-LFP-48-02,245,0.7496,5000.0,0.037808,-0.023139
SIM-LFP-48-02,245,0.7496,10000.0,0.037069,-0.02567
SIM-LFP-48-02,272,0.7002,10.0,0.040755,-0.013648
SIM-LFP-48-02,272,0.7002,20.0,0.040045,-0.014429
SIM-LFP-48-02,272,0.7002,50.0,0.040447,-0.017541
SIM-LFP-48-02,272,0.7002,100.0,0.041003,-0.017187
SIM-LFP-48-02,272,0.7002,200.0,0.040028,-0.020899
SIM-LFP-48-02,272,0.7002,500.0,0.041163,-0.020354
SIM-LFP-48-02,272,0.7002,1000.0,0.041219,-0.020283
SIM-LFP-48-02,272,0.7002,2000.0,0.040937,-0.022536
SIM-LFP-48-02,272,0.7002,5000.0,0.039981,-0.024669
SIM-LFP-48-02,272,0.7002,10000.0,0.041027,-0.024549
SIM-LFP-48-03,41,0.9494,10.0,0.023301,-0.012199
SIM-LFP-48-03,41,0.9494,20.0,0.023215,-0.013386
SIM-LFP-48-03,41,0.9494,50.0,0.02305,-0.015326
SIM-LFP-48-03,41,0.9494,100.0,0.023082,-0.014917
SIM-LFP-48-03,41,0.9494,200.0,0.022741,-0.01862
SIM-LFP-48-03,41,0.9494,500.0,0.023442,-0.017557
SIM-LFP-48-03,41,0.9494,1000.0,0.023239,-0.018939
SIM-LFP-48-03,41,0.9494,2000.0,0.023401,-0.021741
SIM-LFP-48-03,41,0.9494,5000.0,0.023121,-0.023601
SIM-LFP-48-03,41,0.9494,10000.0,0.023371,-0.024847
SIM-LFP-48-03,103,0.8997,10.0,0.02601,-0.011124
SIM-LFP-48-03,103,0.8997,20.0,0.025726,-0.013636
SIM-LFP-48-03,103,0.8997,50.0,0.025871,-0.015988
SIM-LFP-48-03,103,0.8997,100.0,0.026108,-0.016469
SIM-LFP-48-03,103,0.8997,200.0,0.026304,-0.016417
SIM-LFP-48-03,103,0.8997,500.0,0.026196,-0.017686
SIM-LFP-48-03,103,0.8997,1000.0,0.025742,-0.020697
SIM-LFP-48-03,103,0.8997,2000.0,0.026,-0.021807
SIM-LFP-48-03,103,0.8997,5000.0,0.025958,-0.021371
SIM-LFP-48-03,103,0.8997,10000.0,0.025718,-0.025414
SIM-LFP-48-03,166,0.85,10.0,0.029826,-0.012308
SIM-LFP-48-03,166,0.85,20.0,0.029561,-0.01338
SIM-LFP-48-03,166,0.85,50.0,0.030583,-0.01434
SIM-LFP-48-03,166,0.85,100.0,0.030384,-0.016147
SIM-LFP-48-03,166,0.85,200.0,0.03027,-0.016577
SIM-LFP-48-03,166,0.85,500.0,0.030339,-0.019706
SIM-LFP-48-03,166,0.85,1000.0,0.029816,-0.02045
SIM-LFP-48-03,166,0.85,2000.0,0.030496,-0.022336
SIM-LFP-48-03,166,0.85,5000.0,0.030386,-0.02501
SIM-LFP-48-03,166,0.85,10000.0,0.030397,-0.026533
SIM-LFP-48-03,207,0.7995,10.0,0.035574,-0.013842
SIM-LFP-48-03,207,0.7995,20.0,0.035754,-0.012768
SIM-LFP-48-03,207,0.7995,50.0,0.035137,-0.015697
SIM-LFP-48-03,207,0.7995,100.0,0.035696,-0.017427
SIM-LFP-48-03,207,0.7995,200.0,0.034762,-0.018667
SIM-LFP-48-03,207,0.7995,500.0,0.03486,-0.019798
SIM-LFP-48-03,207,0.7995,1000.0,0.035154,-0.021519
SIM-LFP-48-03,207,0.7995,2000.0,0.035244,-0.021674
SIM-LFP-48-03,207,0.7995,5000.0,0.035265,-0.024178
SIM-LFP-48-03,207,0.7995,10000.0,0.035244,-0.024616
SIM-LFP-48-03,235,0.7505,10.0,0.035276,-0.012999
SIM-LFP-48-03,235,0.7505,20.0,0.035454,-0.015289
SIM-LFP-48-03,235,0.7505,50.0,0.035322,-0.017366
SIM-LFP-48-03,235,0.7505,100.0,0.035253,-0.019831
SIM-LFP-48-03,235,0.7505,200.0,0.035595,-0.018787
SIM-LFP-48-03,235,0.7505,500.0,0.035885,-0.019485
SIM-LFP-48-03,235,0.7505,1000.0,0.035201,-0.02177
SIM-LFP-48-03,235,0.7505,2000.0,0.036042,-0.022728
SIM-LFP-48-03,235,0.7505,5000.0,0.03559,-0.022305
SIM-LFP-48-03,235,0.7505,10000.0,0.035885,-0.02489
SIM-LFP-48-03,264,0.7004,10.0,0.040062,-0.01367
SIM-LFP-48-03,264,0.7004,20.0,0.040406,-0.015163
SIM-LFP-48-03,264,0.7004,50.0,0.04,-0.01725
SIM-LFP-48-03,264,0.7004,100.0,0.04022,-0.017207
SIM-LFP-48-03,264,0.7004,200.0,0.040609,-0.017448
SIM-LFP-48-03,264,0.7004,500.0,0.040651,-0.019116
SIM-LFP-48-03,264,0.7004,1000.0,0.040158,-0.020395
SIM-LFP-48-03,264,0.7004,2000.0,0.039457,-0.023969
SIM-LFP-48-03,264,0.7004,5000.0,0.040217,-0.02638
SIM-LFP-48-03,264,0.7004,10000.0,0.040332,-0.027018
SIM-LFP-49-01,58,0.9497,10.0,0.024117,-0.010979
SIM-LFP-49-01,58,0.9497,20.0,0.023927,-0.014324
SIM-LFP-49-01,58,0.9497,50.0,0.02363,-0.013666
SIM-LFP-49-01,58,0.9497,100.0,0.023732,-0.016389
SIM-LFP-49-01,58,0.9497,200.0,0.023404,-0.016622
SIM-LFP-49-01,58,0.9497,500.0,0.023401,-0.017822
SIM-LFP-49-01,58,0.9497,1000.0,0.023856,-0.021913
SIM-LFP-49-01,58,0.9497,2000.0,0.02377,-0.022065
SIM-LFP-49-01,58,0.9497,5000.0,0.023354,-0.021743
SIM-LFP-49-01,58,0.9497,10000.0,0.023947,-0.025571
SIM-LFP-49-01,131,0.9,10.0,0.026327,-0.01081
SIM-LFP-49-01,131,0.9,20.0,0.026183,-0.014872
SIM-LFP-49-01,131,0.9,50.0,0.026442,-0.014957
SIM-LFP-49-01,131,0.9,100.0,0.026511,-0.015128
SIM-LFP-49-01,131,0.9,200.0,0.026601,-0.018418
SIM-LFP-49-01,131,0.9,500.0,0.026444,-0.018638
SIM-LFP-49-01,131,0.9,1000.0,0.026559,-0.021277
SIM-LFP-49-01,131,0.9,2000.0,0.026689,-0.0211
SIM-LFP-49-01,131,0.9,5000.0,0.026953,-0.024064
SIM-LFP-49-01,131,0.9,10000.0,0.026986,-0.024101
SIM-LFP-49-01,206,0.8503,10.0,0.029288,-0.013282
SIM-LFP-49-01,206,0.8503,20.0,0.028558,-0.013899
SIM-LFP-49-01,206,0.8503,50.0,0.028678,-0.01704
SIM-LFP-49-01,206,0.8503,100.0,0.029198,-0.017307
SIM-LFP-49-01,206,0.8503,200.0,0.029238,-0.017959
SIM-LFP-49-01,206,0.8503,500.0,0.029061,-0.020121
SIM-LFP-49-01,206,0.8503,1000.0,0.029471,-0.021051
SIM-LFP-49-01,206,0.8503,2000.0,0.029729,-0.020845
SIM-LFP-49-01,206,0.8503,5000.0,0.029253,-0.024952
SIM-LFP-49-01,206,0.8503,10000.0,0.029113,-0.02626
SIM-LFP-49-01,253,0.7999,10.0,0.032926,-0.013518
SIM-LFP-49-01,253,0.7999,20.0,0.032722,-0.013664
SIM-LFP-49-01,253,0.7999,50.0,0.032879,-0.016686
SIM-LFP-49-01,253,0.7999,100.0,0.032611,-0.016055
SIM-LFP-49-01,253,0.7999,200.0,0.033038,-0.017188
SIM-LFP-49-01,253,0.7999,500.0,0.033044,-0.020962
SIM-LFP-49-01,253,0.7999,1000.0,0.032396,-0.020258
SIM-LFP-49-01,253,0.7999,2000.0,0.033067,-0.02252
SIM-LFP-49-01,253,0.7999,5000.0,0.032812,-0.024547
SIM-LFP-49-01,253,0.7999,10000.0,0.032214,-0.026343
SIM-LFP-49-01,286,0.7505,10.0,0.037763,-0.013782
SIM-LFP-49-01,286,0.7505,20.0,0.037524,-0.014506
SIM-LFP-49-01,286,0.7505,50.0,0.036678,-0.016123
SIM-LFP-49-01,286,0.7505,100.0,0.037197,-0.01812
SIM-LFP-49-01,286,0.7505,200.0,0.037645,-0.017544
SIM-LFP-49-01,286,0.7505,500.0,0.037178,-0.019175
SIM-LFP-49-01,286,0.7505,1000.0,0.037276,-0.021727
SIM-LFP-49-01,286,0.7505,2000.0,0.037328,-0.021658
SIM-LFP-49-01,286,0.7505,5000.0,0.037079,-0.025398
SIM-LFP-49-01,286,0.7505,10000.0,0.037111,-0.026764
SIM-LFP-49-01,321,0.7002,10.0,0.040534,-0.012902
SIM-LFP-49-01,321,0.7002,20.0,0.039674,-0.015201
SIM-LFP-49-01,321,0.7002,50.0,0.040579,-0.017512
SIM-LFP-49-01,321,0.7002,100.0,0.040178,-0.015854
SIM-LFP-49-01,321,0.7002,200.0,0.040284,-0.018719
SIM-LFP-49-01,321,0.7002,500.0,0.040135,-0.019268
SIM-LFP-49-01,321,0.7002,1000.0,0.039167,-0.021556
SIM-LFP-49-01,321,0.7002,2000.0,0.040485,-0.023596
SIM-LFP-49-01,321,0.7002,5000.0,0.040045,-0.025714
SIM-LFP-49-01,321,0.7002,10000.0,0.040813,-0.02564
SIM-LFP-49-02,55,0.9499,10.0,0.023816,-0.010843
SIM-LFP-49-02,55,0.9499,20.0,0.023715,-0.013564
SIM-LFP-49-02,55,0.9499,50.0,0.023899,-0.015217
SIM-LFP-49-02,55,0.9499,100.0,0.023966,-0.017055
SIM-LFP-49-02,55,0.9499,200.0,0.023335,-0.016822
SIM-LFP-49-02,55,0.9499,500.0,0.023801,-0.017775
SIM-LFP-49-02,55,0.9499,1000.0,0.023715,-0.019648
SIM-LFP-49-02,55,0.9499,2000.0,0.023683,-0.019729
SIM-LFP-49-02,55,0.9499,5000.0,0.02382,-0.023894
SIM-LFP-49-02,55,0.9499,10000.0,0.023967,-0.023442
SIM-LFP-49-02,131,0.8999,10.0,0.026129,-0.01102
SIM-LFP-49-02,131,0.8999,20.0,0.026185,-0.013716
SIM-LFP-49-02,131,0.8999,50.0,0.02647,-0.015288
SIM-LFP-49-02,131,0.8999,100.0,0.026466,-0.018853
SIM-LFP-49-02,131,0.8999,200.0,0.026725,-0.016151
SIM-LFP-49-02,131,0.8999,500.0,0.026063,-0.019475
SIM-LFP-49-02,131,0.8999,1000.0,0.025957,-0.020777
SIM-LFP-49-02,131,0.8999,2000.0,0.025837,-0.021397
SIM-LFP-49-02,131,0.8999,5000.0,0.026377,-0.023988
SIM-LFP-49-02,131,0.8999,10000.0,0.025798,-0.024725
SIM-LFP-49-02,205,0.85,10.0,0.030101,-0.012312
SIM-LFP-49-02,205,0.85,20.0,0.02993,-0.012241
SIM-LFP-49-02,205,0.85,50.0,0.030179,-0.015214
SIM-LFP-49-02,205,0.85,100.0,0.030133,-0.015682
SIM-LFP-49-02,205,0.85,200.0,0.02968,-0.017097
SIM-LFP-49-02,205,0.85,500.0,0.030183,-0.020916
SIM-LFP-49-02,205,0.85,1000.0,0.029985,-0.020694
SIM-LFP-49-02,205,0.85,2000.0,0.029966,-0.022005
SIM-LFP-49-02,205,0.85,5000.0,0.03022,-0.023115
SIM-LFP-49-02,205,0.85,10000.0,0.030526,-0.024889
SIM-LFP-49-02,254,0.8003,10.0,0.034224,-0.014205
SIM-LFP-49-02,254,0.8003,20.0,0.033814,-0.014954
SIM-LFP-49-02,254,0.8003,50.0,0.033961,-0.015884
SIM-LFP-49-02,254,0.8003,100.0,0.033585,-0.016245
SIM-LFP-49-02,254,0.8003,200.0,0.034572,-0.017491
SIM-LFP-49-02,254,0.8003,500.0,0.033546,-0.020051
SIM-LFP-49-02,254,0.8003,1000.0,0.033589,-0.020851
SIM-LFP-49-02,254,0.8003,2000.0,0.033929,-0.020663
SIM-LFP-49-02,254,0.8003,5000.0,0.034409,-0.026442
SIM-LFP-49-02,254,0.8003,10000.0,0.034011,-0.0257
SIM-LFP-49-02,289,0.7494,10.0,0.037693,-0.013457
SIM-LFP-49-02,289,0.7494,20.0,0.037421,-0.014119
SIM-LFP-49-02,289,0.7494,50.0,0.037236,-0.014573
SIM-LFP-49-02,289,0.7494,100.0,0.037642,-0.018184
SIM-LFP-49-02,289,0.7494,200.0,0.037174,-0.019574
SIM-LFP-49-02,289,0.7494,500.0,0.037604,-0.022091
SIM-LFP-49-02,289,0.7494,1000.0,0.036694,-0.022172
SIM-LFP-49-02,289,0.7494,2000.0,0.037426,-0.022987
SIM-LFP-49-02,289,0.7494,5000.0,0.03804,-0.025733
SIM-LFP-49-02,289,0.7494,10000.0,0.037379,-0.026182
SIM-LFP-49-02,323,0.6998,10.0,0.040334,-0.013178
SIM-LFP-49-02,323,0.6998,20.0,0.039658,-0.012391
SIM-LFP-49-02,323,0.6998,50.0,0.039922,-0.016648
SIM-LFP-49-02,323,0.6998,100.0,0.040355,-0.015759
SIM-LFP-49-02,323,0.6998,200.0,0.040599,-0.017702
SIM-LFP-49-02,323,0.6998,500.0,0.041059,-0.019303
SIM-LFP-49-02,323,0.6998,1000.0,0.040628,-0.023191
SIM-LFP-49-02,323,0.6998,2000.0,0.039865,-0.021921
SIM-LFP-49-02,323,0.6998,5000.0,0.039568,-0.024514
SIM-LFP-49-02,323,0.6998,10000.0,0.040067,-0.026266
SIM-LFP-49-03,54,0.9504,10.0,0.022891,-0.010602
SIM-LFP-49-03,54,0.9504,20.0,0.022509,-0.012982
SIM-LFP-49-03,54,0.9504,50.0,0.022989,-0.016666
SIM-LFP-49-03,54,0.9504,100.0,0.022994,-0.016688
SIM-LFP-49-03,54,0.9504,200.0,0.022659,-0.01774
SIM-LFP-49-03,54,0.9504,500.0,0.022967,-0.019179
SIM-LFP-49-03,54,0.9504,1000.0,0.022627,-0.020549
SIM-LFP-49-03,54,0.9504,2000.0,0.022442,-0.022283
SIM-LFP-49-03,54,0.9504,5000.0,0.022619,-0.023322
SIM-LFP-49-03,54,0.9504,10000.0,0.022784,-0.024792
SIM-LFP-49-03,129,0.9002,10.0,0.027187,-0.014119
SIM-LFP-49-03,129,0.9002,20.0,0.027469,-0.013824
SIM-LFP-49-03,129,0.9002,50.0,0.027363,-0.016629
SIM-LFP-49-03,129,0.9002,100.0,0.027063,-0.016146
SIM-LFP-49-03,129,0.9002,200.0,0.027211,-0.016747
SIM-LFP-49-03,129,0.9002,500.0,0.027653,-0.019441
SIM-LFP-49-03,129,0.9002,1000.0,0.026967,-0.021499
SIM-LFP-49-03,129,0.9002,2000.0,0.02704,-0.022203
SIM-LFP-49-03,129,0.9002,5000.0,0.026556,-0.02533
SIM-LFP-49-03,129,0.9002,10000.0,0.027022,-0.027207
SIM-LFP-49-03,208,0.8504,10.0,0.031784,-0.010347
SIM-LFP-49-03,208,0.8504,20.0,0.031255,-0.013491
SIM-LFP-49-03,208,0.8504,50.0,0.031409,-0.013231
SIM-LFP-49-03,208,0.8504,100.0,0.031705,-0.018377
SIM-LFP-49-03,208,0.8504,200.0,0.031005,-0.017103
SIM-LFP-49-03,208,0.8504,500.0,0.031344,-0.019593
SIM-LFP-49-03,208,0.8504,1000.0,0.031432,-0.021606
SIM-LFP-49-03,208,0.8504,2000.0,0.030807,-0.022542
SIM-LFP-49-03,208,0.8504,5000.0,0.031403,-0.022414
SIM-LFP-49-03,208,0.8504,10000.0,0.03116,-0.024888
SIM-LFP-49-03,242,0.8008,10.0,0.032626,-0.013166
SIM-LFP-49-03,242,0.8008,20.0,0.032534,-0.013399
SIM-LFP-49-03,242,0.8008,50.0,0.032572,-0.017901
SIM-LFP-49-03,242,0.8008,100.0,0.032392,-0.017563
SIM-LFP-49-03,242,0.8008,200.0,0.032891,-0.017711
SIM-LFP-49-03,242,0.8008,500.0,0.032728,-0.019789
SIM-LFP-49-03,242,0.8008,1000.0,0.032208,-0.020163
SIM-LFP-49-03,242,0.8008,2000.0,0.032494,-0.021968
SIM-LFP-49-03,242,0.8008,5000.0,0.032876,-0.023888
SIM-LFP-49-03,242,0.8008,10000.0,0.03249,-0.025605
SIM-LFP-49-03,277,0.7508,10.0,0.035963,-0.012714
SIM-LFP-49-03,277,0.7508,20.0,0.03571,-0.015147
SIM-LFP-49-03,277,0.7508,50.0,0.036026,-0.015004
SIM-LFP-49-03,277,0.7508,100.0,0.036152,-0.015011
SIM-LFP-49-03,277,0.7508,200.0,0.036565,-0.017899
SIM-LFP-49-03,277,0.7508,500.0,0.036235,-0.019571
SIM-LFP-49-03,277,0.7508,1000.0,0.036114,-0.02328
SIM-LFP-49-03,277,0.7508,2000.0,0.03611,-0.022492
SIM-LFP-49-03,277,0.7508,5000.0,0.036392,-0.025728
SIM-LFP-49-03,277,0.7508,10000.0,0.035526,-0.026406
SIM-LFP-49-03,311,0.7,10.0,0.03997,-0.012795
SIM-LFP-49-03,311,0.7,20.0,0.039164,-0.013957
SIM-LFP-49-03,311,0.7,50.0,0.039546,-0.014697
SIM-LFP-49-03,311,0.7,100.0,0.039414,-0.019717
SIM-LFP-49-03,311,0.7,200.0,0.03939,-0.017453
SIM-LFP-49-03,311,0.7,500.0,0.039182,-0.020194
SIM-LFP-49-03,311,0.7,1000.0,0.04031,-0.021905
SIM-LFP-49-03,311,0.7,2000.0,0.040225,-0.022219
SIM-LFP-49-03,311,0.7,5000.0,0.039193,-0.025941
SIM-LFP-49-03,311,0.7,10000.0,0.038843,-0.025735
SIM-LFP-50-01,25,0.9507,10.0,0.023112,-0.012089
SIM-LFP-50-01,25,0.9507,20.0,0.023311,-0.011845
SIM-LFP-50-01,25,0.9507,50.0,0.023462,-0.015452
SIM-LFP-50-01,25,0.9507,100.0,0.022946,-0.015346
SIM-LFP-50-01,25,0.9507,200.0,0.023001,-0.016736
SIM-LFP-50-01,25,0.9507,500.0,0.023251,-0.019134
SIM-LFP-50-01,25,0.9507,1000.0,0.023057,-0.021353
SIM-LFP-50-01,25,0.9507,2000.0,0.023204,-0.022093
SIM-LFP-50-01,25,0.9507,5000.0,0.023133,-0.022774
SIM-LFP-50-01,25,0.9507,10000.0,0.022554,-0.025322
SIM-LFP-50-01,73,0.8995,10.0,0.027172,-0.012734
SIM-LFP-50-01,73,0.8995,20.0,0.027517,-0.013704
SIM-LFP-50-01,73,0.8995,50.0,0.027981,-0.014539
SIM-LFP-50-01,73,0.8995,100.0,0.027755,-0.018902
SIM-LFP-50-01,73,0.8995,200.0,0.027694,-0.017483
SIM-LFP-50-01,73,0.8995,500.0,0.027607,-0.019387
SIM-LFP-50-01,73,0.8995,1000.0,0.027299,-0.019663
SIM-LFP-50-01,73,0.8995,2000.0,0.028048,-0.021152
SIM-LFP-50-01,73,0.8995,5000.0,0.027602,-0.023164
SIM-LFP-50-01,73,0.8995,10000.0,0.02707,-0.024336
SIM-LFP-50-01,119,0.8502,10.0,0.029975,-0.013377
SIM-LFP-50-01,119,0.8502,20.0,0.029838,-0.014185
SIM-LFP-50-01,119,0.8502,50.0,0.029871,-0.015543
SIM-LFP-50-01,119,0.8502,100.0,0.029889,-0.016864
SIM-LFP-50-01,119,0.8502,200.0,0.030255,-0.020037
SIM-LFP-50-01,119,0.8502,500.0,0.029649,-0.021012
SIM-LFP-50-01,119,0.8502,1000.0,0.029863,-0.02085
SIM-LFP-50-01,119,0.8502,2000.0,0.030827,-0.021916
SIM-LFP-50-01,119,0.8502,5000.0,0.03031,-0.023456
SIM-LFP-50-01,119,0.8502,10000.0,0.029893,-0.026392
SIM-LFP-50-01,151,0.8006,10.0,0.03322,-0.014016
SIM-LFP-50-01,151,0.8006,20.0,0.033671,-0.014222
SIM-LFP-50-01,151,0.8006,50.0,0.033972,-0.017577
SIM-LFP-50-01,151,0.8006,100.0,0.033926,-0.018425
SIM-LFP-50-01,151,0.8006,200.0,0.034063,-0.018847
SIM-LFP-50-01,151,0.8006,500.0,0.033778,-0.01839
SIM-LFP-50-01,151,0.8006,1000.0,0.033902,-0.020034
SIM-LFP-50-01,151,0.8006,2000.0,0.033587,-0.021763
SIM-LFP-50-01,151,0.8006,5000.0,0.034367,-0.026216
SIM-LFP-50-01,151,0.8006,10000.0,0.03378,-0.025508
SIM-LFP-50-01,173,0.7493,10.0,0.03614,-0.013434
SIM-LFP-50-01,173,0.7493,20.0,0.035206,-0.013624
SIM-LFP-50-01,173,0.7493,50.0,0.035636,-0.013771
SIM-LFP-50-01,173,0.7493,100.0,0.035561,-0.017644
SIM-LFP-50-01,173,0.7493,200.0,0.034833,-0.017272
SIM-LFP-50-01,173,0.7493,500.0,0.035778,-0.021026
SIM-LFP-50-01,173,0.7493,1000.0,0.035793,-0.021946
SIM-LFP-50-01,173,0.7493,2000.0,0.035961,-0.02369
SIM-LFP-50-01,173,0.7493,5000.0,0.035207,-0.024292
SIM-LFP-50-01,173,0.7493,10000.0,0.035255,-0.024857
SIM-LFP-50-01,194,0.6991,10.0,0.039814,-0.013885
SIM-LFP-50-01,194,0.6991,20.0,0.039432,-0.014513
SIM-LFP-50-01,194,0.6991,50.0,0.040452,-0.016164
SIM-LFP-50-01,194,0.6991,100.0,0.039754,-0.019415
SIM-LFP-50-01,194,0.6991,200.0,0.04021,-0.018628
SIM-LFP-50-01,194,0.6991,500.0,0.039619,-0.018824
SIM-LFP-50-01,194,0.6991,1000.0,0.03985,-0.021883
SIM-LFP-50-01,194,0.6991,2000.0,0.040157,-0.022829
SIM-LFP-50-01,194,0.6991,5000.0,0.039447,-0.025561
SIM-LFP-50-01,194,0.6991,10000.0,0.039852,-0.02654
SIM-LFP-50-02,26,0.9499,10.0,0.023215,-0.011933
SIM-LFP-50-02,26,0.9499,20.0,0.023124,-0.014189
SIM-LFP-50-02,26,0.9499,50.0,0.023509,-0.014392
SIM-LFP-50-02,26,0.9499,100.0,0.023186,-0.015688
SIM-LFP-50-02,26,0.9499,200.0,0.023577,-0.018301
SIM-LFP-50-02,26,0.9499,500.0,0.023294,-0.019269
SIM-LFP-50-02,26,0.9499,1000.0,0.022956,-0.018687
SIM-LFP-50-02,26,0.9499,2000.0,0.023348,-0.020646
SIM-LFP-50-02,26,0.9499,5000.0,0.023359,-0.023583
SIM-LFP-50-02,26,0.9499,10000.0,0.023126,-0.022736
SIM-LFP-50-02,72,0.9002,10.0,0.0268,-0.011916
SIM-LFP-50-02,72,0.9002,20.0,0.026183,-0.012789
SIM-LFP-50-02,72,0.9002,50.0,0.025996,-0.013598
SIM-LFP-50-02,72,0.9002,100.0,0.026289,-0.016
SIM-LFP-50-02,72,0.9002,200.0,0.026298,-0.016139
SIM-LFP-50-02,72,0.9002,500.0,0.026143,-0.019925
SIM-LFP-50-02,72,0.9002,1000.0,0.02662,-0.020297
SIM-LFP-50-02,72,0.9002,2000.0,0.026271,-0.022153
SIM-LFP-50-02,72,0.9002,5000.0,0.026981,-0.022754
SIM-LFP-50-02,72,0.9002,10000.0,0.026557,-0.023097
SIM-LFP-50-02,118,0.8498,10.0,0.029745,-0.01282
SIM-LFP-50-02,118,0.8498,20.0,0.029804,-0.014265
SIM-LFP-50-02,118,0.8498,50.0,0.029844,-0.015075
SIM-LFP-50-02,118,0.8498,100.0,0.030031,-0.01824
SIM-LFP-50-02,118,0.8498,200.0,0.029989,-0.018625
SIM-LFP-50-02,118,0.8498,500.0,0.029681,-0.020575
SIM-LFP-50-02,118,0.8498,1000.0,0.029811,-0.019345
SIM-LFP-50-02,118,0.8498,2000.0,0.02915,-0.022803
SIM-LFP-50-02,118,0.8498,5000.0,0.029615,-0.025145
SIM-LFP-50-02,118,0.8498,10000.0,0.030116,-0.025469
SIM-LFP-50-02,145,0.8004,10.0,0.031562,-0.0127
SIM-LFP-50-02,145,0.8004,20.0,0.032129,-0.01468
SIM-LFP-50-02,145,0.8004,50.0,0.032117,-0.016797
SIM-LFP-50-02,145,0.8004,100.0,0.032081,-0.015859
SIM-LFP-50-02,145,0.8004,200.0,0.032444,-0.018543
SIM-LFP-50-02,145,0.8004,500.0,0.031651,-0.020025
SIM-LFP-50-02,145,0.8004,1000.0,0.032369,-0.019633
SIM-LFP-50-02,145,0.8004,2000.0,0.032515,-0.020929
SIM-LFP-50-02,145,0.8004,5000.0,0.032521,-0.023452
SIM-LFP-50-02,145,0.8004,10000.0,0.032426,-0.025577
SIM-LFP-50-02,166,0.75,10.0,0.036215,-0.012042
SIM-LFP-50-02,166,0.75,20.0,0.036499,-0.014033
SIM-LFP-50-02,166,0.75,50.0,0.036461,-0.013759
SIM-LFP-50-02,166,0.75,100.0,0.036917,-0.017575
SIM-LFP-50-02,166,0.75,200.0,0.036415,-0.017646
SIM-LFP-50-02,166,0.75,500.0,0.036164,-0.018893
SIM-LFP-50-02,166,0.75,1000.0,0.03686,-0.021506
SIM-LFP-50-02,166,0.75,2000.0,0.036386,-0.020981
SIM-LFP-50-02,166,0.75,5000.0,0.036685,-0.026452
SIM-LFP-50-02,166,0.75,10000.0,0.035839,-0.025345
SIM-LFP-50-02,186,0.7014,10.0,0.037432,-0.012672
SIM-LFP-50-02,186,0.7014,20.0,0.03792,-0.013033
SIM-LFP-50-02,186,0.7014,50.0,0.037854,-0.015521
SIM-LFP-50-02,186,0.7014,100.0,0.038492,-0.016926
SIM-LFP-50-02,186,0.7014,200.0,0.037803,-0.017882
SIM-LFP-50-02,186,0.7014,500.0,0.037296,-0.020396
SIM-LFP-50-02,186,0.7014,1000.0,0.038042,-0.021881
SIM-LFP-50-02,186,0.7014,2000.0,0.037436,-0.023672
SIM-LFP-50-02,186,0.7014,5000.0,0.038145,-0.02505
SIM-LFP-50-02,186,0.7014,10000.0,0.037931,-0.024966
SIM-LFP-50-03,26,0.9497,10.0,0.022957,-0.014134
SIM-LFP-50-03,26,0.9497,20.0,0.023214,-0.012612
SIM-LFP-50-03,26,0.9497,50.0,0.02331,-0.014554
SIM-LFP-50-03,26,0.9497,100.0,0.023419,-0.01556
SIM-LFP-50-03,26,0.9497,200.0,0.023359,-0.01514
SIM-LFP-50-03,26,0.9497,500.0,0.02321,-0.020921
SIM-LFP-50-03,26,0.9497,1000.0,0.023475,-0.021284
SIM-LFP-50-03,26,0.9497,2000.0,0.022992,-0.022487
SIM-LFP-50-03,26,0.9497,5000.0,0.023202,-0.023153
SIM-LFP-50-03,26,0.9497,10000.0,0.023175,-0.024442
SIM-LFP-50-03,73,0.8999,10.0,0.026913,-0.009677
SIM-LFP-50-03,73,0.8999,20.0,0.027766,-0.013862
SIM-LFP-50-03,73,0.8999,50.0,0.027405,-0.01651
