cycle,SOH,resistance,T,c_rate,dod,condition,cond_id,stage,RUL,grade,battery_id,soh_t,capacity_Ah,q_ref_Ah,ccct_min,cvct_min,ce,phase_label,knee_cycle,rul_cycles,is_eol,reached_eol,chemistry,cell_format,rated_capacity_Ah,nominal_voltage_V,discharge_rate_C,soc_window,charging_strategy,v_upper_V,v_lower_V,eol_threshold_pct,batch_id,is_abnormal,source_id,source_ref
245,0.6985169350069721,0.2951122056078131,35,1.0,0.9,T35_C1.0_D0.9,70,失效临界,,,SIM-NCM-24-02,0.6992659370825035,3.4050606856228245,3.408711846236155,47.74322472158708,54.95823684706311,0.996444729930668,3,175,0,True,True,NCM,21700,4.9,3.6,1.0,5-95,CC-CV,4.2,2.5,70.0,3,False,SIM,Str24;Ver22;Sto19;SIM
235,0.7009833036107266,0.3007113098625736,35,1.0,0.9,T35_C1.0_D0.9,71,失效临界,,,SIM-NCM-24-03,0.6996106179569072,3.441522321883349,3.434783033951361,48.15113664171146,51.257811483343,0.9966912865127048,3,157,0,True,True,NCM,21700,4.9,3.6,1.0,5-95,CC-CV,4.2,2.5,70.0,1,False,SIM,Str24;Ver22;Sto19;SIM
268,0.6986754467232233,0.1752124340041991,35,2.0,0.7,T35_C2.0_D0.7,72,失效临界,,,SIM-NCM-25-01,0.6996066795406692,3.382348194521006,3.3868563730372814,49.96167274887965,46.06135521831362,0.9964733247536576,3,198,0,True,True,NCM,21700,4.9,3.6,1.0,15-85,CC-CV,4.2,2.5,70.0,2,False,SIM,Str24;Ver22;Sto19;SIM
260,0.6984339232408452,0.1760977511781383,35,2.0,0.7,T35_C2.0_D0.7,73,失效临界,,,SIM-NCM-25-02,0.6983146652591232,3.4276518669947507,3.4270665935277824,47.34492535000171,53.10526294547154,0.9965921604161366,3,182,0,True,True,NCM,21700,4.9,3.6,1.0,15-85,CC-CV,4.2,2.5,70.0,3,False,SIM,Str24;Ver22;Sto19;SIM
263,0.6987532152377286,0.176921598563449,35,2.0,0.7,T35_C2.0_D0.7,74,失效临界,,,SIM-NCM-25-03,0.6997681813258622,3.1967678130156285,3.2014112419846725,47.30020707995441,51.02959242138572,0.9969624004906994,3,189,0,True,True,NCM,21700,4.9,3.6,1.0,15-85,CC-CV,4.2,2.5,70.0,1,True,SIM,Str24;Ver22;Sto19;SIM
193,0.698757764189065,0.2288009161717286,35,2.0,0.8,T35_C2.0_D0.8,75,失效临界,,,SIM-NCM-26-01,0.6990725144365693,3.455443967158799,3.4570004462415933,47.136157328375134,52.14625503154714,0.9963561838499764,3,139,0,True,True,NCM,21700,4.9,3.6,1.0,10-90,CC-CV,4.2,2.5,70.0,2,False,SIM,Str24;Ver22;Sto19;SIM
185,0.697300030222793,0.2378361596997799,35,2.0,0.8,T35_C2.0_D0.8,76,失效临界,,,SIM-NCM-26-02,0.6986392135214314,3.3449362320869174,3.3513602712994075,47.48036721528064,44.45735903012653,0.996516543379234,3,124,0,True,True,NCM,21700,4.9,3.6,1.0,10-90,CC-CV,4.2,2.5,70.0,3,False,SIM,Str24;Ver22;Sto19;SIM
185,0.7000749492033334,0.2359679224958786,35,2.0,0.8,T35_C2.0_D0.8,77,失效临界,,,SIM-NCM-26-03,0.6986392135214314,3.411230774897225,3.4042349157420086,46.30004820035997,51.58267978302167,0.996779503789479,3,124,0,True,True,NCM,21700,4.9,3.6,1.0,10-90,CC-CV,4.2,2.5,70.0,1,False,SIM,Str24;Ver22;Sto19;SIM
141,0.6981421517100586,0.3007230103365852,35,2.0,0.9,T35_C2.0_D0.9,78,失效临界,,,SIM-NCM-27-01,0.6982108483400298,3.453335731263738,3.4536755367407688,47.708876536511845,51.26372222033542,0.9966245292428756,3,96,0,True,True,NCM,21700,4.9,3.6,1.0,5-95,CC-CV,4.2,2.5,70.0,2,False,SIM,Str24;Ver22;Sto19;SIM
148,0.6981929208694393,0.298739690760911,35,2.0,0.9,T35_C2.0_D0.9,79,失效临界,,,SIM-NCM-27-02,0.6984915824345972,3.4203651767285232,3.4218282846841603,46.48695963624291,48.61582762889017,0.9966432004982976,3,109,0,True,True,NCM,21700,4.9,3.6,1.0,5-95,CC-CV,4.2,2.5,70.0,3,False,SIM,Str24;Ver22;Sto19;SIM
143,0.6992959255205979,0.295370543780432,35,2.0,0.9,T35_C2.0_D0.9,80,失效临界,,,SIM-NCM-27-03,0.6987723165291646,3.487978238579799,3.485366559173424,50.27596578695632,55.62352099666931,0.9968453656139344,3,100,0,True,True,NCM,21700,4.9,3.6,1.0,5-95,CC-CV,4.2,2.5,70.0,1,False,SIM,Str24;Ver22;Sto19;SIM
402,0.7002399108764056,0.1744609360313458,45,0.5,0.7,T45_C0.5_D0.7,81,失效临界,,,SIM-NCM-28-01,0.6995787694886881,3.4719341299232496,3.468656054347912,50.81733068525007,51.44774086116386,0.9966979888301716,3,301,0,True,True,NCM,21700,4.9,3.6,1.0,15-85,CC-CV,4.2,2.5,70.0,2,False,SIM,Str24;Ver22;Sto19;SIM
399,0.6996376138324163,0.1676611274126217,45,0.5,0.7,T45_C0.5_D0.7,82,失效临界,,,SIM-NCM-28-02,0.6999106044266609,3.471031074274851,3.4723854308972992,47.23453751995983,46.46486725194035,0.9969333990321742,3,296,0,True,True,NCM,21700,4.9,3.6,1.0,15-85,CC-CV,4.2,2.5,70.0,3,False,SIM,Str24;Ver22;Sto19;SIM
403,0.7001282429415387,0.1793730190868604,45,0.5,0.7,T45_C0.5_D0.7,83,失效临界,,,SIM-NCM-28-03,0.699689381134679,3.4413737445649315,3.439216586194525,44.92443743944561,51.01708925601506,0.9968884373807868,3,303,0,True,True,NCM,21700,4.9,3.6,1.0,15-85,CC-CV,4.2,2.5,70.0,1,False,SIM,Str24;Ver22;Sto19;SIM
287,0.6991484408333308,0.2341393402708544,45,0.5,0.8,T45_C0.5_D0.8,84,失效临界,,,SIM-NCM-29-01,0.6992283577854456,3.471683382859719,3.472080217549552,46.12067129869647,55.06765591104845,0.99660564601337,3,205,0,True,True,NCM,21700,4.9,3.6,1.0,10-90,CC-CV,4.2,2.5,70.0,2,False,SIM,Str24;Ver22;Sto19;SIM
285,0.6967407742153724,0.2330698639984892,45,0.5,0.8,T45_C0.5_D0.8,85,失效临界,,,SIM-NCM-29-02,0.698931592474923,3.3929009438861075,3.4035695162099864,46.63456170252462,49.3457829265675,0.9967055381373856,3,201,0,True,True,NCM,21700,4.9,3.6,1.0,10-90,CC-CV,4.2,2.5,70.0,3,False,SIM,Str24;Ver22;Sto19;SIM
287,0.6997234443439981,0.2384466561545716,45,0.5,0.8,T45_C0.5_D0.8,86,失效临界,,,SIM-NCM-29-03,0.6992283577854456,3.410605255759759,3.4081920954857905,44.43104879582766,46.75572770096223,0.996686009677116,3,205,0,True,True,NCM,21700,4.9,3.6,1.0,10-90,CC-CV,4.2,2.5,70.0,1,False,SIM,Str24;Ver22;Sto19;SIM
220,0.6971608402800276,0.2919182060722985,45,0.5,0.9,T45_C0.5_D0.9,87,失效临界,,,SIM-NCM-30-01,0.6989002149449909,3.48859452715442,3.4972983621753664,48.48717379146351,50.55659282116032,0.9972764688520084,3,159,0,True,True,NCM,21700,4.9,3.6,1.0,5-95,CC-CV,4.2,2.5,70.0,2,False,SIM,Str24;Ver22;Sto19;SIM
212,0.6969965027636441,0.3035048007968592,45,0.5,0.9,T45_C0.5_D0.9,88,失效临界,,,SIM-NCM-30-02,0.698515668603924,3.4209336584517698,3.4283898874789998,46.56630922175942,44.80428703392573,0.9967041992863666,3,144,0,True,True,NCM,21700,4.9,3.6,1.0,5-95,CC-CV,4.2,2.5,70.0,3,False,SIM,Str24;Ver22;Sto19;SIM
216,0.698438504972858,0.293613440887557,45,0.5,0.9,T45_C0.5_D0.9,89,失效临界,,,SIM-NCM-30-03,0.6992847612860571,3.4589474803868936,3.4631384809137264,48.290142628882855,51.173758951738726,0.99685156030805,3,152,0,True,True,NCM,21700,4.9,3.6,1.0,5-95,CC-CV,4.2,2.5,70.0,1,False,SIM,Str24;Ver22;Sto19;SIM
274,0.6998045440485094,0.1775349426574923,45,1.0,0.7,T45_C1.0_D0.7,90,失效临界,,,SIM-NCM-31-01,0.6994351153441016,3.4556601011716914,3.4538358488931,48.96405986626574,52.112746776446976,0.9969172756234916,3,199,0,True,True,NCM,21700,4.9,3.6,1.0,15-85,CC-CV,4.2,2.5,70.0,2,False,SIM,Str24;Ver22;Sto19;SIM
272,0.6983549202322339,0.1830212307713212,45,1.0,0.7,T45_C1.0_D0.7,91,失效临界,,,SIM-NCM-31-02,0.6991220269225851,3.422029098418089,3.42578802004937,46.50252872921857,48.8326985171992,0.9967571019514858,3,195,0,True,True,NCM,21700,4.9,3.6,1.0,15-85,CC-CV,4.2,2.5,70.0,3,False,SIM,Str24;Ver22;Sto19;SIM
272,0.6987614784535521,0.1718350763721528,45,1.0,0.7,T45_C1.0_D0.7,92,失效临界,,,SIM-NCM-31-03,0.6991220269225851,3.537539157868176,3.53936446502497,44.276403611540935,46.73380078261774,0.9965158423587904,3,195,0,True,True,NCM,21700,4.9,3.6,1.0,15-85,CC-CV,4.2,2.5,70.0,1,False,SIM,Str24;Ver22;Sto19;SIM
190,0.6979090137532084,0.2401089976920423,45,1.0,0.8,T45_C1.0_D0.8,93,失效临界,,,SIM-NCM-32-01,0.6988599999999996,3.4305611410009127,3.4352356994312783,46.16786480283328,51.96845243316303,0.9967270546811128,3,126,0,True,True,NCM,21700,4.9,3.6,1.0,10-90,CC-CV,4.2,2.5,70.0,2,False,SIM,Str24;Ver22;Sto19;SIM
191,0.6985715700156816,0.2279525118240468,45,1.0,0.8,T45_C1.0_D0.8,94,失效临界,,,SIM-NCM-32-02,0.6990699999999996,3.345106472717688,3.347493202207268,53.50563397172494,52.16253266754893,0.9965528837621922,3,128,0,True,True,NCM,21700,4.9,3.6,1.0,10-90,CC-CV,4.2,2.5,70.0,3,False,SIM,Str24;Ver22;Sto19;SIM
203,0.6990668313884616,0.2269163235806663,45,1.0,0.8,T45_C1.0_D0.8,95,失效临界,,,SIM-NCM-32-03,0.6990700000000001,3.4268151768784008,3.4268307093648844,46.03387406805675,51.856588440802895,0.9966792412099934,3,150,0,True,True,NCM,21700,4.9,3.6,1.0,10-90,CC-CV,4.2,2.5,70.0,1,False,SIM,Str24;Ver22;Sto19;SIM
146,0.6971414557568316,0.2894633494126591,45,1.0,0.9,T45_C1.0_D0.9,96,失效临界,,,SIM-NCM-33-01,0.6974064744705855,3.440159205528144,3.4414669839714267,47.18117569378569,53.93217064783454,0.9965596225442044,3,99,0,True,True,NCM,21700,4.9,3.6,1.0,5-95,CC-CV,4.2,2.5,70.0,2,False,SIM,Str24;Ver22;Sto19;SIM
142,0.6995384890289589,0.2823924531424362,45,1.0,0.9,T45_C1.0_D0.9,97,失效临界,,,SIM-NCM-33-02,0.6995834063089266,3.369908560986445,3.370124942398867,48.328566243438765,49.23331498938381,0.99676534971871,3,93,0,True,True,NCM,21700,4.9,3.6,1.0,5-95,CC-CV,4.2,2.5,70.0,3,False,SIM,Str24;Ver22;Sto19;SIM
148,0.6984726089364243,0.3003976803046941,45,1.0,0.9,T45_C1.0_D0.9,98,失效临界,,,SIM-NCM-33-03,0.6979507074301707,3.4118789678604258,3.409329598350872,45.004784909606,48.50246191273631,0.9968044270323132,3,103,0,True,True,NCM,21700,4.9,3.6,1.0,5-95,CC-CV,4.2,2.5,70.0,1,False,SIM,Str24;Ver22;Sto19;SIM
164,0.697844100477747,0.1780204680936246,45,2.0,0.7,T45_C2.0_D0.7,99,失效临界,,,SIM-NCM-34-01,0.6980766626283172,3.435880321478737,3.437025356187948,48.244065613048406,52.372456802415485,0.9969517500100866,3,120,0,True,True,NCM,21700,4.9,3.6,1.0,15-85,CC-CV,4.2,2.5,70.0,2,False,SIM,Str24;Ver22;Sto19;SIM
164,0.6988164397198143,0.1725542832181003,45,2.0,0.7,T45_C2.0_D0.7,100,失效临界,,,SIM-NCM-34-02,0.6996066795406738,3.245715191971506,3.249385531199491,48.90351096323927,49.97940542144484,0.9967608459663906,3,121,0,True,True,NCM,21700,4.9,3.6,1.0,15-85,CC-CV,4.2,2.5,70.0,3,True,SIM,Str24;Ver22;Sto19;SIM
154,0.6986747276364125,0.1772453654276861,45,2.0,0.7,T45_C2.0_D0.7,101,失效临界,,,SIM-NCM-34-03,0.6985866682657689,3.427946435825005,3.427514385267287,41.76362911001862,47.96898878018475,0.996730855552336,3,102,0,True,True,NCM,21700,4.9,3.6,1.0,15-85,CC-CV,4.2,2.5,70.0,1,False,SIM,Str24;Ver22;Sto19;SIM
114,0.6959075806624666,0.2328625376368409,45,2.0,0.8,T45_C2.0_D0.8,102,失效临界,,,SIM-NCM-35-01,0.6969174125165487,3.447027911659841,3.45202989566437,47.87754203021085,47.85761991239706,0.9967019503090976,3,78,0,True,True,NCM,21700,4.9,3.6,1.0,10-90,CC-CV,4.2,2.5,70.0,2,False,SIM,Str24;Ver22;Sto19;SIM
116,0.7015628476798248,0.2408581866038836,45,2.0,0.8,T45_C2.0_D0.8,103,失效临界,,,SIM-NCM-35-02,0.6996540498753161,3.416929698062233,3.4076329858326844,49.05992034482775,50.69799983872166,0.9965488098786188,3,83,0,True,True,NCM,21700,4.9,3.6,1.0,10-90,CC-CV,4.2,2.5,70.0,3,False,SIM,Str24;Ver22;Sto19;SIM
110,0.6972890648908188,0.2454619167041367,45,2.0,0.8,T45_C2.0_D0.8,104,失效临界,,,SIM-NCM-35-03,0.69760157185624,3.515312810523516,3.5168882830129564,46.15030780694868,51.44755005343242,0.9970657570467388,3,71,0,True,True,NCM,21700,4.9,3.6,1.0,10-90,CC-CV,4.2,2.5,70.0,1,False,SIM,Str24;Ver22;Sto19;SIM
82,0.7004519143788718,0.2868990806831435,45,2.0,0.9,T45_C2.0_D0.9,105,失效临界,,,SIM-NCM-36-01,0.6994667640262558,3.412671282990435,3.407871532645286,45.858786968239976,51.04793780288167,0.997081695430702,3,54,0,True,True,NCM,21700,4.9,3.6,1.0,5-95,CC-CV,4.2,2.5,70.0,2,False,SIM,Str24;Ver22;Sto19;SIM
83,0.6953085910769514,0.3004360692234179,45,2.0,0.9,T45_C2.0_D0.9,106,失效临界,,,SIM-NCM-36-02,0.6972504422270395,3.383748283919711,3.3931983836035946,45.425332910850855,49.06447532078465,0.9966957072629244,3,55,0,True,True,NCM,21700,4.9,3.6,1.0,5-95,CC-CV,4.2,2.5,70.0,3,False,SIM,Str24;Ver22;Sto19;SIM
82,0.6994368992849113,0.3041343948866842,45,2.0,0.9,T45_C2.0_D0.9,107,失效临界,,,SIM-NCM-36-03,0.6994667640262558,3.3643703802110347,3.3645140329855665,44.50636346140564,49.85219971816888,0.996828192753795,3,54,0,True,True,NCM,21700,4.9,3.6,1.0,5-95,CC-CV,4.2,2.5,70.0,1,False,SIM,Str24;Ver22;Sto19;SIM
892,0.6990908162582767,0.3829443062301844,23,0.5,0.8,T23_C0.5_D0.8,108,失效临界,,,SIM-LCO-37-01,0.6996735057512397,1.4327290367340455,1.433923210847841,57.12420575364244,49.7639435762761,0.99702791240822,3,640,0,True,True,LCO,18650,2.0,3.7,1.0,10-90,CC-CV,4.2,2.7,70.0,2,False,SIM,L1(NASA);Ver22;Wil20;SIM
916,0.6996365774665172,0.377169717750058,23,0.5,0.8,T23_C0.5_D0.8,109,失效临界,,,SIM-LCO-37-02,0.6999702710617617,1.3924528984504676,1.3931170327008169,59.0846439470077,52.28048491955663,0.9966252639762488,3,685,0,True,True,LCO,18650,2.0,3.7,1.0,10-90,CC-CV,4.2,2.7,70.0,3,False,SIM,L1(NASA);Ver22;Wil20;SIM
895,0.6996086296159562,0.378389889060391,23,0.5,0.8,T23_C0.5_D0.8,110,失效临界,,,SIM-LCO-37-03,0.6995251230959784,1.3476604150855411,1.3474995559614371,56.866829799762485,55.33101084509786,0.9967968847254688,3,645,0,True,True,LCO,18650,2.0,3.7,1.0,10-90,CC-CV,4.2,2.7,70.0,1,False,SIM,L1(NASA);Ver22;Wil20;SIM
640,0.6998454466292786,0.3761923297821793,23,1.0,0.8,T23_C1.0_D0.8,111,失效临界,,,SIM-LCO-38-01,0.6997000000000089,1.3677272377638876,1.367442987409111,55.744931908427,51.85047968583335,0.9966846726273834,3,475,0,True,True,LCO,18650,2.0,3.7,1.0,10-90,CC-CV,4.2,2.7,70.0,2,False,SIM,L1(NASA);Ver22;Wil20;SIM
622,0.6985975869809233,0.3830347017907781,23,1.0,0.8,T23_C1.0_D0.8,112,失效临界,,,SIM-LCO-38-02,0.6997000000000069,1.379605129682782,1.3817821979757452,57.13694668451919,49.741121947140726,0.9966143771142296,3,442,0,True,True,LCO,18650,2.0,3.7,1.0,10-90,CC-CV,4.2,2.7,70.0,3,False,SIM,L1(NASA);Ver22;Wil20;SIM
631,0.6980164389297919,0.3735089864640957,23,1.0,0.8,T23_C1.0_D0.8,113,失效临界,,,SIM-LCO-38-03,0.6994900000000078,1.3998286675353162,1.4027838028507749,56.176662487379495,50.0179167525577,0.9966114501684592,3,458,0,True,True,LCO,18650,2.0,3.7,1.0,10-90,CC-CV,4.2,2.7,70.0,1,False,SIM,L1(NASA);Ver22;Wil20;SIM
371,0.6991356593229071,0.3918356108216893,23,2.0,0.8,T23_C2.0_D0.8,114,失效临界,,,SIM-LCO-39-01,0.6990839170922267,1.387767323696337,1.387664616623631,56.02387835107385,53.25906114317141,0.9965931127528618,3,257,0,True,True,LCO,18650,2.0,3.7,1.0,10-90,CC-CV,4.2,2.7,70.0,2,False,SIM,L1(NASA);Ver22;Wil20;SIM
377,0.6983839210482927,0.3691544585473301,23,2.0,0.8,T23_C2.0_D0.8,115,失效临界,,,SIM-LCO-39-02,0.6990839170922267,1.3538979394799957,1.355254962705994,57.74003872143105,51.85261013310159,0.9966947031026314,3,268,0,True,True,LCO,18650,2.0,3.7,1.0,10-90,CC-CV,4.2,2.7,70.0,3,False,SIM,L1(NASA);Ver22;Wil20;SIM
385,0.6979477265628468,0.3806306609743867,23,2.0,0.8,T23_C2.0_D0.8,116,失效临界,,,SIM-LCO-39-03,0.6999961295451491,1.38795473699242,1.3920282377924829,56.68497833755557,50.71293630967782,0.9968731776882898,3,284,0,True,True,LCO,18650,2.0,3.7,1.0,10-90,CC-CV,4.2,2.7,70.0,1,False,SIM,L1(NASA);Ver22;Wil20;SIM
447,0.7003119295605331,0.3859132017645071,35,0.5,0.8,T35_C0.5_D0.8,117,失效临界,,,SIM-LCO-40-01,0.6993717943522104,1.4082437270221393,1.4063532272979609,58.1507461462041,45.4420038450132,0.9967410874268776,3,303,0,True,True,LCO,18650,2.0,3.7,1.0,10-90,CC-CV,4.2,2.7,70.0,2,False,SIM,L1(NASA);Ver22;Wil20;SIM
480,0.6995124011206485,0.3913347078685437,35,0.5,0.8,T35_C0.5_D0.8,118,失效临界,,,SIM-LCO-40-02,0.6990898673072177,1.391895056647115,1.3910542956752747,59.880941716913455,50.09017601445052,0.9965432020846212,3,363,0,True,True,LCO,18650,2.0,3.7,1.0,10-90,CC-CV,4.2,2.7,70.0,3,False,SIM,L1(NASA);Ver22;Wil20;SIM
466,0.6997841036047461,0.3802302545142441,35,0.5,0.8,T35_C0.5_D0.8,119,失效临界,,,SIM-LCO-40-03,0.699465770033878,1.3873055421355411,1.3866744533113764,59.0696450844807,48.50606078183854,0.9966094317749432,3,338,0,True,True,LCO,18650,2.0,3.7,1.0,10-90,CC-CV,4.2,2.7,70.0,1,False,SIM,L1(NASA);Ver22;Wil20;SIM
320,0.6984650259362313,0.3868104212251178,35,1.0,0.8,T35_C1.0_D0.8,120,失效临界,,,SIM-LCO-41-01,0.6988879999999953,1.3781670177195795,1.3790016033929982,56.31636523430845,57.94513306632344,0.996584981953968,3,226,0,True,True,LCO,18650,2.0,3.7,1.0,10-90,CC-CV,4.2,2.7,70.0,2,False,SIM,L1(NASA);Ver22;Wil20;SIM
314,0.6984808342921288,0.3733264856816916,35,1.0,0.8,T35_C1.0_D0.8,121,失效临界,,,SIM-LCO-41-02,0.6996859999999956,1.3962658406441248,1.3986749714714803,56.75090278541316,50.14554071288634,0.9967725079308506,3,216,0,True,True,LCO,18650,2.0,3.7,1.0,10-90,CC-CV,4.2,2.7,70.0,3,False,SIM,L1(NASA);Ver22;Wil20;SIM
325,0.698400229299897,0.37413078689342,35,1.0,0.8,T35_C1.0_D0.8,122,失效临界,,,SIM-LCO-41-03,0.699552999999995,1.4117392188428433,1.4140694179742106,57.939324012246864,50.892915054638685,0.9966822252499768,3,236,0,True,True,LCO,18650,2.0,3.7,1.0,10-90,CC-CV,4.2,2.7,70.0,1,False,SIM,L1(NASA);Ver22;Wil20;SIM
196,0.6968327141260707,0.3901509290442675,35,2.0,0.8,T35_C2.0_D0.8,123,失效临界,,,SIM-LCO-42-01,0.698422563063862,1.3760744949734618,1.3792140585011283,54.76951587156409,50.33969517512534,0.9969406947808594,3,144,0,True,True,LCO,18650,2.0,3.7,1.0,10-90,CC-CV,4.2,2.7,70.0,2,False,SIM,L1(NASA);Ver22;Wil20;SIM
183,0.6989603041716121,0.3903597691633293,35,2.0,0.8,T35_C2.0_D0.8,124,失效临界,,,SIM-LCO-42-02,0.6995058153517077,1.3677425311025944,1.368810000653806,60.22415443694612,54.297980967268096,0.9966425780537485,3,121,0,True,True,LCO,18650,2.0,3.7,1.0,10-90,CC-CV,4.2,2.7,70.0,3,False,SIM,L1(NASA);Ver22;Wil20;SIM
189,0.6983144894971276,0.3822118487607339,35,2.0,0.8,T35_C2.0_D0.8,125,失效临界,,,SIM-LCO-42-03,0.6982059126062932,1.401862152979072,1.4016441855213746,55.56554164148761,44.50299388307871,0.9965315635811212,3,131,0,True,True,LCO,18650,2.0,3.7,1.0,10-90,CC-CV,4.2,2.7,70.0,1,False,SIM,L1(NASA);Ver22;Wil20;SIM
294,0.6981549819906891,0.3874135210747816,45,0.5,0.8,T45_C0.5_D0.8,126,失效临界,,,SIM-LCO-43-01,0.6984864445091395,1.4217309199035524,1.4224059140286769,54.36681731192207,48.16515133949251,0.9963117975024076,3,217,0,True,True,LCO,18650,2.0,3.7,1.0,10-90,CC-CV,4.2,2.7,70.0,2,False,SIM,L1(NASA);Ver22;Wil20;SIM
291,0.6988856910664116,0.3827371113990365,45,0.5,0.8,T45_C0.5_D0.8,127,失效临界,,,SIM-LCO-43-02,0.6989315924749232,1.3685849569769737,1.3686748428882118,57.63441468077953,48.51413070162798,0.996860958569715,3,212,0,True,True,LCO,18650,2.0,3.7,1.0,10-90,CC-CV,4.2,2.7,70.0,3,False,SIM,L1(NASA);Ver22;Wil20;SIM
278,0.6994100742616427,0.3679724212448275,45,0.5,0.8,T45_C0.5_D0.8,128,失效临界,,,SIM-LCO-43-03,0.6987832098196615,1.386772861188177,1.385529929998344,57.84756896923421,53.48361265580727,0.9969868114994772,3,188,0,True,True,LCO,18650,2.0,3.7,1.0,10-90,CC-CV,4.2,2.7,70.0,1,False,SIM,L1(NASA);Ver22;Wil20;SIM
198,0.6989022959981296,0.3803684408940117,45,1.0,0.8,T45_C1.0_D0.8,129,失效临界,,,SIM-LCO-44-01,0.6980199999999999,1.4134112256219902,1.411626931772595,58.58448584907904,45.35142652031279,0.9968923584615916,3,140,0,True,True,LCO,18650,2.0,3.7,1.0,10-90,CC-CV,4.2,2.7,70.0,2,False,SIM,L1(NASA);Ver22;Wil20;SIM
200,0.6984529940950533,0.3710325864960349,45,1.0,0.8,T45_C1.0_D0.8,130,失效临界,,,SIM-LCO-44-02,0.6997,1.3880118975265578,1.3904900299806888,60.13475723159811,54.329932077193625,0.9971583695864008,3,145,0,True,True,LCO,18650,2.0,3.7,1.0,10-90,CC-CV,4.2,2.7,70.0,3,False,SIM,L1(NASA);Ver22;Wil20;SIM
195,0.6991090791884259,0.3655134099223338,45,1.0,0.8,T45_C1.0_D0.8,131,失效临界,,,SIM-LCO-44-03,0.6986499999999998,1.3611531989893837,1.360259379806487,58.51254742446479,54.15521078739808,0.9967656936434176,3,135,0,True,True,LCO,18650,2.0,3.7,1.0,10-90,CC-CV,4.2,2.7,70.0,1,False,SIM,L1(NASA);Ver22;Wil20;SIM
117,0.6974740333994204,0.3828089688063033,45,2.0,0.8,T45_C2.0_D0.8,132,失效临界,,,SIM-LCO-45-01,0.6979436515260867,1.402439736997879,1.4033840174879229,56.69180766549349,51.26805929296063,0.9963792589416092,3,84,0,True,True,LCO,18650,2.0,3.7,1.0,10-90,CC-CV,4.2,2.7,70.0,2,False,SIM,L1(NASA);Ver22;Wil20;SIM
111,0.7001409189358317,0.3845198966528148,45,2.0,0.8,T45_C2.0_D0.8,133,失效临界,,,SIM-LCO-45-02,0.6979436515260861,1.4048303625732934,1.4004215530202178,58.360392315756485,51.281555164365095,0.9966369487394487,3,73,0,True,True,LCO,18650,2.0,3.7,1.0,10-90,CC-CV,4.2,2.7,70.0,3,False,SIM,L1(NASA);Ver22;Wil20;SIM
117,0.6978027645264048,0.3884715578376117,45,2.0,0.8,T45_C2.0_D0.8,134,失效临界,,,SIM-LCO-45-03,0.6979436515260867,1.413004721837507,1.4132900087493914,57.91777093676526,56.699766353281554,0.996592397884983,3,84,0,True,True,LCO,18650,2.0,3.7,1.0,10-90,CC-CV,4.2,2.7,70.0,1,False,SIM,L1(NASA);Ver22;Wil20;SIM
629,0.6995855073007033,0.0398857380998793,23,1.0,0.8,T23_C1.0_D0.8,135,失效临界,,,SIM-LFP-46-01,0.6997700000000077,0.7811596201500375,0.7813656253422622,27.615663320565822,50.05830651533447,0.9976193259239255,3,455,0,True,True,LFP,18650,1.1,3.3,4.0,10-90,Fast2step_2C-1C,3.6,2.0,70.0,2,False,SIM,Sev19(MIT);Ver22;SIM
649,0.7003484920335256,0.0402812380636519,23,1.0,0.8,T23_C1.0_D0.8,136,失效临界,,,SIM-LFP-46-02,0.6999100000000099,0.7531603146971356,0.7526887568916838,31.9979422051078,47.39135069477852,0.99795615847315,3,492,0,True,True,LFP,18650,1.1,3.3,4.0,10-90,Fast2step_2C-1C,3.6,2.0,70.0,3,False,SIM,Sev19(MIT);Ver22;SIM
620,0.7004033537470787,0.0391820180396866,23,1.0,0.8,T23_C1.0_D0.8,137,失效临界,,,SIM-LFP-46-03,0.6995600000000066,0.7600071242235527,0.7590920017407913,32.23406619171067,48.39151627311162,0.9973118781413436,3,438,0,True,True,LFP,18650,1.1,3.3,4.0,10-90,Fast2step_2C-1C,3.6,2.0,70.0,1,False,SIM,Sev19(MIT);Ver22;SIM
391,0.7003725248119281,0.038387459617402,23,2.0,0.8,T23_C2.0_D0.8,138,失效临界,,,SIM-LFP-47-01,0.6999961295451491,0.7594516782773403,0.7590435326021117,32.21446509078578,50.41649865580973,0.9980289012684662,3,295,0,True,True,LFP,18650,1.1,3.3,4.0,10-90,Fast2step_4C-2C,3.6,2.0,70.0,2,False,SIM,Sev19(MIT);Ver22;SIM
385,0.6985742655013478,0.0391782122401296,23,2.0,0.8,T23_C2.0_D0.8,139,失效临界,,,SIM-LFP-47-02,0.6999961295451491,0.7613152418638773,0.7628648076321315,32.68592040683032,49.27172093701133,0.9978949250793996,3,284,0,True,True,LFP,18650,1.1,3.3,4.0,10-90,Fast2step_4C-2C,3.6,2.0,70.0,3,False,SIM,Sev19(MIT);Ver22;SIM
379,0.6989876816630337,0.041068154446279,23,2.0,0.8,T23_C2.0_D0.8,140,失效临界,,,SIM-LFP-47-03,0.6993119702054573,0.7586058761362722,0.7589578239606758,30.72516237674535,53.79815024277528,0.997554194010251,3,272,0,True,True,LFP,18650,1.1,3.3,4.0,10-90,Fast2step_4C-2C,3.6,2.0,70.0,1,False,SIM,Sev19(MIT);Ver22;SIM
